track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Perdidos,Monchy & Alexandra,0.838,0.676,1,-4.4,0,0.0303,0.476,0,0.121,0.902,129.92,268467,4,22.79635,15,1
Rock Candy Mountain,Business Lady,0.3,0.947,2,-7.225,0,0.156,0.000386,0.00796,0.31,0.272,96.303,116960,4,60.09754,5,0
Welcome Back,Mase,0.764,0.742,1,-2.33,1,0.18,0.0111,8.46e-05,0.321,0.504,88.437,262200,4,61.44347,9,1
Get Up,50 Cent,0.707,0.885,11,-2.635,0,0.174,0.0303,0,0.311,0.405,92.435,195680,4,27.43053,12,1
This Is How We Do,Big Tymers,0.939,0.745,2,-4.084,1,0.148,0.0293,0.000114,0.0497,0.784,101.026,271520,4,57.70345,11,1
Skirmish,Midnight Syndicate,0.544,0.311,2,-17.458,0,0.0324,0.882,0.784,0.119,0.664,120.047,270253,4,24.87335,12,0
The Wrong Way,TV On The Radio,0.267,0.706,1,-8.512,1,0.0496,0.0535,0.803,0.0721,0.0943,199.77,279427,4,21.74752,15,0
Chillaxin' By The Sea,Gramatik,0.713,0.588,11,-4.919,1,0.0309,0.684,0.887,0.274,0.607,89.995,240625,4,43.61172,12,0
Kontakion - Prefeast of the Nativity of Christ - Byzantine chant,Archangel Voices,0.193,0.105,7,-24.331,1,0.0376,0.995,0.146,0.308,0.104,103.515,86707,3,40.85779,5,0
On A Night Like This,Trick Pony,0.599,0.776,5,-5.292,1,0.0437,0.0443,0,0.0379,0.831,117.912,210427,4,45.62347,7,1
Laundromat,Nivea,0.72,0.48,4,-7.889,1,0.0567,0.499,0,0.105,0.67,127.993,263413,4,32.35315,12,1
I Long to Worship You,Parachute Band,0.463,0.284,0,-14.114,1,0.0285,0.771,4.43e-06,0.132,0.148,94.027,341658,4,29.16502,16,0
Gaita,Mon Cote Punk,0.644,0.617,6,-7.87,0,0.0407,0.897,0.0323,0.0992,0.829,100.384,236600,4,52.04692,8,0
Tempted To Touch,Rupee,0.819,0.825,2,-7.012,0,0.0549,0.061,0,0.0904,0.939,105.988,207547,4,64.35542,12,1
Like You'll Never See Me Again,Alicia Keys,0.562,0.658,7,-8.072,1,0.0314,0.174,0.000285,0.102,0.268,127.81,315360,4,28.14972,8,1
Priests Of Sodom,Cannibal Corpse,0.571,0.996,10,-4.907,0,0.215,4.93e-05,0.601,0.187,0.0468,94.992,211693,4,13.75959,6,0
New World Order (Crusader Mix),Test Dept,0.646,0.448,10,-18.498,0,0.0351,0.00154,0.577,0.0472,0.692,122.294,312667,4,33.58314,13,0
Dey Know,Shawty Lo,0.428,0.714,8,-5.574,1,0.399,0.0895,0,0.766,0.678,110.017,198093,3,27.70688,12,1
Captain Morgan's Revenge,Alestorm,0.512,0.97,8,-4.596,1,0.0815,6.23e-05,1.69e-05,0.267,0.353,99.971,402685,4,38.86212,15,0
I Wonder,Kellie Pickler,0.493,0.37,1,-6.537,1,0.0299,0.731,0,0.113,0.23,123.134,237960,4,25.45261,12,1
Lonely,Akon,0.63,0.496,5,-9.065,0,0.035,0.37,0,0.0829,0.586,90.075,236296,4,43.35582,10,1
All Falls Down,Kanye West Featuring Syleena Johnson,0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,223507,4,94.35689,7,1
Pari Palayamam - Ritigowla - Rupakam,G. N. Balasubramaniam,0.391,0.394,2,-13.568,0,0.153,0.982,0.38,0.105,0.512,87.459,781627,4,41.27454,31,0
Ready To Blow,KMFDM,0.645,0.917,2,-6.747,1,0.0529,0.000111,0.423,0.0818,0.656,126.992,267507,4,18.96733,12,0
Must Be Doin' Somethin' Right,Billy Currington,0.489,0.647,9,-3.424,1,0.027,0.205,0,0.0504,0.436,167.792,269587,4,36.89431,13,1
We're Hitting Everything - Ambient,The American Dollar,0.198,0.236,4,-21.585,0,0.0403,0.868,0.94,0.122,0.0285,121.946,194250,4,18.63614,10,0
I Know We Stand a Chance,Halford,0.524,0.803,9,-9.453,0,0.0454,0.000134,0.234,0.0526,0.458,119.989,231373,4,23.83324,10,0
You'll Always Be Loved By Me,Brooks & Dunn,0.672,0.658,2,-6.563,1,0.0258,0.2,2.49e-05,0.294,0.569,103.12,181840,4,23.27084,8,1
Discoteca,Exchpoptrue,0.821,0.717,9,-10.635,0,0.0465,0.00287,0.57,0.105,0.617,119.972,324787,4,64.26898,12,0
If I Ain't Got You,Alicia Keys,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393,228707,3,25.01289,11,1
Losing Grip,Avril Lavigne,0.534,0.888,8,-4.667,0,0.0972,0.00128,6.15e-06,0.0772,0.582,158.368,233760,4,43.21866,10,1
Boss BSA,Satan's Pilgrims,0.29,0.853,0,-6.111,1,0.031,0.117,0.88,0.386,0.717,166.643,238587,4,42.99073,9,0
Hipp E's Big Room Mix,The Candy Dealers,0.8,0.693,4,-9.38,0,0.143,0.000149,0.842,0.0452,0.52,124.998,464640,4,46.07621,15,0
Another Story,Nicholas Hooper,0.176,0.0545,5,-24.908,1,0.0395,0.811,0.794,0.11,0.0325,70.438,157627,4,18.21557,9,0
Shawty Is A 10,The-Dream,0.742,0.441,7,-5.541,0,0.0403,0.0689,0,0.0715,0.39,74.987,232040,4,65.82027,11,1
I Wish,Carl Thomas,0.736,0.666,1,-4.929,1,0.0337,0.0593,3.82e-05,0.107,0.224,89.824,226760,4,37.12971,9,1
My Friend Jack,The Smoke,0.524,0.913,11,-7.502,1,0.088,0.107,0.000138,0.255,0.503,134.308,185320,4,51.09772,8,0
"Touch, Pt. 1",Morton Subotnick,0.52,0.721,8,-15.545,1,0.786,0.396,0.697,0.134,0.0995,83.402,896240,4,20.43242,30,0
Song For The Lonely,Cher,0.548,0.915,0,-7.01,1,0.0556,0.00528,0,0.186,0.38,129.972,202600,4,29.76198,9,1
(Reach Up For The) Sunrise,Duran Duran,0.468,0.977,0,-4.048,1,0.119,0.00129,0.000989,0.972,0.344,129.955,334587,4,32.94508,15,1
Why Don't We Just Dance,Josh Turner,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,192800,4,31.82336,11,1
Shark In The Water,V V Brown,0.554,0.805,4,-3.128,1,0.0597,0.0279,0,0.359,0.697,98.981,184293,4,59.41567,5,0
Made You Look,Nas,0.658,0.936,5,-5.105,0,0.3,0.172,0,0.321,0.711,95.439,203000,4,22.97479,11,1
She Will Be Loved,Maroon 5,0.699,0.674,0,-6.668,0,0.0299,0.0528,0,0.143,0.576,102.05,257080,4,48.14515,10,1
Morseton 2.0 (Elektro Pop Cut),Heiko & Maiko,0.924,0.629,0,-6.753,1,0.074,0.00401,0.805,0.0484,0.543,130.004,202284,4,34.72338,8,0
Can't Believe It,T-Pain Featuring Lil Wayne,0.648,0.516,10,-8.869,0,0.049,0.00179,0,0.0772,0.0756,89.828,273827,4,53.28256,8,1
Locked and Loaded,Brant Bjork,0.64,0.533,0,-11.224,1,0.0348,0.301,0.434,0.0955,0.193,95.684,630253,4,29.40904,23,0
JB At Home On The Piano,John Baker,0.258,0.207,9,-18.971,0,0.0421,0.985,0.942,0.176,0.113,172.354,52227,4,17.90475,3,0
Peaceful Light (Kiev Chant),USSR Ministry of Culture Chamber Choir,0.22,0.146,2,-22.142,1,0.0421,0.995,0.871,0.112,0.0333,72.417,242440,3,104.7281,7,0
Love Lockdown,Kanye West,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,4,22.69333,14,1
Etude pour piano No. 7,Pascal Dusapin,0.418,0.00267,2,-29.261,1,0.0546,0.983,0.752,0.0665,0.0343,133.459,495240,3,45.36219,25,0
Back Then,Mike Jones,0.776,0.736,9,-6.308,1,0.255,0.0101,0,0.18,0.536,159.838,244187,4,33.46182,13,1
There Is No Food,Have A Nice Life,0.0961,0.21,8,-18.607,1,0.0348,0.771,0.363,0.112,0.0921,83.882,240040,3,27.98768,11,0
Fish And Poi,Sean Na'auao,0.772,0.674,6,-7.886,0,0.039,0.018,8.25e-06,0.0431,0.719,132.089,231653,4,23.59002,13,0
Want To,Sugarland,0.709,0.725,4,-4.999,1,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360,4,28.35802,6,1
Play Something Country,Brooks & Dunn,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22e-06,0.373,0.864,115.034,195280,4,26.53403,12,1
Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,232533,4,26.47049,12,1
Coin Operated Boy - Shuffle Mix Edit,Hands Up Squad,0.661,0.932,9,-5.899,1,0.0544,0.0842,0.0622,0.306,0.529,140.003,183294,4,21.30634,9,0
Step In The Name Of Love,R. Kelly,0.775,0.53,1,-6.564,0,0.119,0.2,0,0.231,0.775,94.985,432147,4,73.77748,16,1
Make the Road By Walking,Menahan Street Band,0.615,0.76,10,-8.393,0,0.0317,0.0186,0.053,0.0825,0.902,90.847,183213,4,30.86789,7,0
Deck The Halls,SHeDAISY,0.568,0.828,1,-7.123,0,0.0403,0.0151,2.05e-05,0.167,0.407,118.836,229773,4,27.28664,8,1
Swing,Trace Adkins,0.584,0.857,2,-5.103,1,0.033,0.00416,0.000896,0.276,0.742,108.027,216707,4,38.55449,7,1
The Heart Asks Pleasure First/The Promise (Edit),Michael Nyman,0.174,0.254,9,-16.058,0,0.0305,0.961,0.933,0.118,0.213,177.605,195040,3,28.61145,10,0
Hey Jealousy,Hit The Lights,0.423,0.884,9,-4.174,1,0.0529,0.00129,0,0.375,0.531,85.006,178293,4,23.83165,11,0
Fifteen,Taylor Swift,0.556,0.651,7,-4.396,1,0.0266,0.067,0,0.145,0.203,95.485,294333,4,20.65438,15,1
Nothing Left,As I Lay Dying,0.388,0.979,0,-4.389,1,0.176,6.34e-05,0.0567,0.663,0.0547,183.905,223653,4,27.13409,14,0
"Kid Vs. Play (The Battle) - From ""House Party"" Soundtrack",Kid 'N Play,0.793,0.904,8,-9.616,0,0.27,0.00802,0,0.222,0.779,106.997,266307,4,53.49474,10,0
Rock Bottom Blues,The Nashville Bluegrass Band,0.475,0.342,5,-10.972,1,0.0384,0.729,0.000212,0.103,0.878,207.021,176973,4,35.64678,8,0
No One,Alicia Keys,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,4,33.71177,10,1
Laali Laali Yani - genre: Vocal; Raga: Harikambhoji; Tala: Adi,M. Balamuralikrishna,0.557,0.625,4,-5.933,1,0.0388,0.867,4.03e-06,0.331,0.819,132.869,350240,4,50.71167,12,0
天体観測,BUMP OF CHICKEN,0.366,0.949,1,-3.552,1,0.11,0.381,0,0.0902,0.467,164.979,263600,4,31.98559,10,0
I Hate This Part,The Pussycat Dolls,0.756,0.612,5,-4.371,1,0.0317,0.0659,0,0.274,0.452,111.572,218400,4,26.51327,11,1
The Legend of the Rent Is Way Hardcore,Here Comes The Kraken,0.307,0.899,8,-3.42,1,0.167,0.000194,0.000179,0.296,0.187,125.508,339515,4,85.69938,12,0
Dirrty,Christina Aguilera Featuring Redman,0.64,0.889,2,-3.073,1,0.322,0.107,0,0.339,0.436,99.931,298853,4,44.103,8,1
Aao Milo Chalo,Shaan,0.507,0.787,7,-5.947,0,0.061,0.412,0,0.323,0.49,114.875,325934,4,42.73069,15,0
Take You Home,Angie Martinez Featuring Kelis,0.595,0.639,7,-3.159,1,0.275,0.0663,0,0.0588,0.7,95.912,233227,4,38.60455,11,1
Jesus Walks,Kanye West,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,193733,4,28.99842,9,1
Time - Ambient,The American Dollar,0.197,0.239,0,-14.693,0,0.0337,0.965,0.906,0.282,0.0368,75.228,317875,4,35.57751,13,0
Punk Hari Ini,Superman Is Dead,0.306,0.952,5,-6.498,1,0.0619,0.000194,0,0.155,0.613,102.249,290933,4,71.63463,10,0
Summertime Clothes,Animal Collective,0.491,0.871,4,-5.564,1,0.0969,0.00164,0,0.361,0.322,135.996,274213,4,19.03151,11,0
Ready For The Floor,Hot Chip,0.764,0.759,1,-5.443,0,0.0413,0.00903,0,0.0746,0.937,128.999,234240,4,23.33363,11,0
Winter Born (This Sacrifice),The Crüxshadows,0.502,0.918,2,-4.607,0,0.0629,0.0867,0.000119,0.192,0.133,132.991,381133,4,37.03579,13,0
Standing Still,Jewel,0.615,0.68,2,-6.616,1,0.0338,0.152,7.18e-06,0.0797,0.34,123.9,270333,4,47.6313,11,1
Invocation Of Doom Runes,Runemagick,0.386,0.591,4,-6.193,1,0.0367,0.000443,0.34,0.0992,0.0849,129.95,637200,4,59.2842,19,0
Grounds for Divorce,Elbow,0.523,0.764,2,-5.069,0,0.027,0.417,2.96e-06,0.566,0.629,91.975,219453,4,53.05022,7,0
Just In Case,Jaheim,0.78,0.572,0,-6.797,1,0.0951,0.0618,0,0.0495,0.695,100.999,263866,4,42.82635,12,1
Right Track - Single Version,Billy Butler,0.6,0.653,0,-7.396,1,0.0582,0.74,0,0.0916,0.82,134.39,145640,4,61.98184,6,0
Unwritten,Natasha Bedingfield,0.706,0.801,5,-6.333,1,0.0399,0.00577,0,0.0822,0.63,100.013,259333,4,34.44567,11,1
Elevator,Flo Rida Featuring Timbaland,0.812,0.874,6,-6.015,0,0.0905,0.109,2.48e-05,0.214,0.47,120.025,229973,4,31.07451,10,1
Jamaican Farewell,Jamaican Steel Band,0.714,0.175,0,-17.887,1,0.0553,0.581,0.00838,0.114,0.93,127.999,246133,4,55.30898,8,0
Apokathilosis,Suicidal Angels,0.367,0.943,1,-3.228,1,0.288,0.00187,0.351,0.325,0.409,109.946,214093,4,57.44891,9,0
Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,0.82,0.952,5,-4.778,1,0.0723,0.117,0.000258,0.106,0.36,121.949,254120,4,47.55261,11,1
Anti-Tank (Dead Armour),Bolt Thrower,0.444,0.871,6,-7.489,1,0.0446,1.75e-06,0.732,0.11,0.456,125.953,255293,4,32.05035,8,0
There It Go! (The Whistle Song),Juelz Santana,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4,22.43057,10,1
Diminished To B,Necrophagist,0.323,0.962,1,-8.556,1,0.101,2.32e-05,0.56,0.352,0.16,111.893,299107,4,38.41709,14,0
My Love,Justin Timberlake Featuring T.I.,0.772,0.68,11,-5.881,0,0.224,0.277,1.17e-05,0.682,0.807,119.953,276160,4,52.61536,10,1
SOS,Rihanna,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4,39.16919,10,1
Marry For Money,Trace Adkins,0.607,0.834,4,-4.902,1,0.0856,0.0418,0.000355,0.421,0.687,125.924,183680,4,29.55143,9,1
Don't Forget About Us,Mariah Carey,0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.101,0.386,143.555,233867,4,54.16478,11,1
What a Horrible Night to Have a Curse,The Black Dahlia Murder,0.507,0.993,5,-3.44,1,0.139,1.69e-05,0.000665,0.0804,0.104,108.012,230693,1,57.06953,10,0
Bloodhunt,Urgehal,0.115,0.968,7,-7.818,0,0.123,0.434,0.644,0.276,0.0388,151.873,240133,4,71.62981,12,0
Sing For The Moment,Eminem,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,4,23.07485,17,1
Taking You Home,Don Henley,0.569,0.498,4,-6.63,0,0.0269,0.341,2.35e-05,0.134,0.0891,72.344,331667,4,46.52628,13,1
Pretty Vegas,INXS,0.624,0.922,5,-4.536,0,0.0604,0.00121,2.46e-05,0.0785,0.676,141.968,205413,4,17.52849,10,1
Around The World (La La La La) - Ultra Flirt Hands Up Remix Edit,Kompulsor,0.633,0.949,9,-6.481,0,0.0601,0.0293,9.34e-06,0.365,0.34,141.98,226569,4,39.95697,8,0
Sorry,Buckcherry,0.54,0.773,2,-3.627,1,0.0288,0.0315,0,0.176,0.381,130.952,228387,4,28.31211,8,1
My Best Friend,Tim McGraw,0.444,0.484,9,-8.311,1,0.0289,0.12,0,0.135,0.263,147.715,279867,4,38.53582,12,1
The Staunton Lick,Lemon Jelly,0.64,0.867,7,-7.93,1,0.0579,0.322,0.611,0.0688,0.413,174.711,322133,4,45.12149,8,0
Kamala Dalayatha Lochana Balamurali - Bahudari (Vadi) - Adi,M. Balamuralikrishna,0.587,0.364,5,-12.12,0,0.133,0.987,0.299,0.214,0.29,81.709,292533,4,92.41846,8,0
8th World Wonder,Kimberley Locke,0.537,0.758,7,-4.065,1,0.0249,0.0103,0,0.131,0.295,100.041,240733,4,59.2209,10,1
The Middle,Jimmy Eat World,0.643,0.849,2,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,165853,4,35.79429,9,1
A Prophecy,Asking Alexandria,0.233,0.943,2,-3.443,0,0.171,0.00878,0,0.359,0.0501,149.992,213640,4,41.88753,10,0
Best Of Both Worlds,Hannah Montana,0.676,0.861,1,-3.645,1,0.0501,0.0512,0,0.0613,0.681,124.031,174120,3,34.00237,10,1
Playa Cardz Right,Keyshia Cole Featuring 2Pac,0.626,0.59,0,-5.547,0,0.0366,0.0392,0,0.254,0.192,86.078,291240,4,21.20819,15,1
Re:Re:,ASIAN KUNG-FU GENERATION,0.541,0.853,4,-5.081,1,0.0357,0.00032,0.144,0.107,0.787,152.913,228760,4,30.66,12,0
Kelling,Valravn,0.642,0.9,8,-6.911,1,0.0798,0.361,0.0045,0.0898,0.52,98.022,287973,4,30.01084,11,0
Sterile Nails and Thunderbowels,Silencer,0.251,0.839,7,-8.527,0,0.106,0.000213,0.106,0.197,0.161,143.08,375733,4,42.18696,9,0
Wednesday Night Prayer Meeting - Alternative Take,Charles Mingus,0.434,0.456,5,-12.454,0,0.0666,0.677,0.0149,0.1,0.507,127.403,338640,3,34.32397,16,0
Burn,Usher,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,231933,4,21.78233,11,1
About You Now,Miranda Cosgrove,0.489,0.868,6,-3.8,1,0.13,0.00558,0,0.602,0.658,164.98,190560,4,24.97876,8,1
My Projects,Coo Coo Cal,0.803,0.955,6,-3.819,0,0.293,0.178,2.41e-05,0.593,0.814,95.289,200569,4,72.13797,10,1
Boulevard Of Broken Dreams,Green Day,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333,4,50.03367,11,1
Got Ur Self A...,Nas,0.699,0.869,11,-4.263,0,0.238,0.0118,0,0.0982,0.616,93.612,228627,4,28.28307,11,1
If You Don't Wanna Love Me,Tamar Braxton,0.762,0.486,8,-5.295,1,0.0284,0.0144,0,0.0462,0.3,120.102,238307,4,46.85151,11,1
Astonishing,Mindi Dickstein,0.345,0.325,1,-7.955,1,0.0354,0.902,0.00214,0.0721,0.168,90.03,275360,4,31.36439,12,0
99 Problems,JAY-Z,0.494,0.887,6,-4.297,0,0.398,0.00661,0,0.103,0.548,89.554,234627,4,14.02093,10,1
God Must Be Busy,Brooks & Dunn,0.456,0.469,9,-7.688,1,0.0311,0.101,6.5e-05,0.317,0.272,78.513,231440,4,39.51247,12,1
Optimus,Steve Jablonsky,0.153,0.393,7,-17.122,0,0.0493,0.811,0.918,0.115,0.0399,150.126,195640,4,70.77287,7,0
Gangsta Nation,Westside Connection Featuring Nate Dogg,0.843,0.7,9,-3.249,0,0.26,0.127,0,0.876,0.675,95.05,293053,4,41.36065,16,1
Know Your Enemy,Green Day,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,190987,4,21.19747,7,1
Midnite Queen,Brother Firetribe,0.408,0.725,0,-4.478,1,0.039,0.000633,1.02e-06,0.098,0.42,120.104,266560,4,55.97518,9,0
Meri Mehbooba,Arshad Mehmood,0.621,0.866,6,-7.205,0,0.0503,0.102,0.0506,0.118,0.623,95.252,352983,4,35.13457,16,0
Doing Too Much,Paula DeAnda Featuring Baby Bash,0.716,0.668,2,-5.136,1,0.083,0.279,0,0.337,0.744,141.006,247431,4,29.2925,14,1
Sunrise,Mandy Gonzalez,0.389,0.143,7,-14.065,1,0.0411,0.77,2.82e-05,0.136,0.13,113.01,248547,4,24.13219,12,0
Keepin' It Real,International Superheroes Of Hardcore,0.253,0.948,11,-3.602,1,0.236,0.0102,0,0.331,0.481,188.562,67040,4,8.98063,3,0
Pagan Fears,Mayhem,0.124,0.992,5,-8.673,0,0.0649,3.12e-06,0.85,0.323,0.155,156.26,368133,4,42.53262,13,0
Karma,Alicia Keys,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,256000,4,44.66667,11,1
Get Your Body Beat,Combichrist,0.609,0.996,0,-4.701,1,0.0598,0.0275,0.0209,0.265,0.385,119.987,289560,4,25.03396,7,0
Anna-Molly,Incubus,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,225880,4,25.57921,12,1
It's My Life,No Doubt,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4,40.30652,7,1
Hope Street Tunnel Blues III,Alvin Curran,0.301,0.17,1,-23.857,1,0.0354,0.974,0.914,0.106,0.0496,77.985,990080,4,36.21449,37,0
Situations,Edo. G,0.486,0.657,1,-10.004,1,0.398,0.535,0,0.0783,0.865,86.772,266733,4,55.92315,12,0
Make Us One - House Of Worship Album Version,Twila Paris,0.365,0.254,7,-10.7,1,0.0306,0.945,3.11e-06,0.101,0.247,111.643,201775,4,42.92923,9,0
Shawty,Plies Featuring T-Pain,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,227960,4,43.54335,12,1
Bind Torture Kill,Suffocation,0.383,0.993,11,-6.09,1,0.153,9.15e-06,0.308,0.118,0.169,107.087,343533,4,45.4399,12,0
Oochie Wally,QB Finest Featuring Nas & Bravehearts,0.64,0.721,7,-6.955,1,0.322,0.0564,0.000842,0.774,0.714,93.346,297907,4,40.93193,16,1
Don't Say You Love Me,M2M,0.627,0.723,1,-6.241,0,0.0341,0.0141,3.66e-05,0.118,0.596,97.555,225200,4,39.96201,9,1
Gnossienne: No. 1,Erik Satie,0.372,0.00798,0,-28.345,0,0.0447,0.996,0.925,0.0983,0.0784,95.141,214133,4,42.11346,10,0
Closer,Travis,0.538,0.581,5,-7.816,1,0.0235,0.204,5.26e-05,0.13,0.269,108.108,240627,4,45.34021,10,0
Falling Snow,Agalloch,0.184,0.987,10,-4.328,1,0.0736,7.32e-06,0.585,0.0859,0.166,131.129,578760,4,81.60846,15,0
Little Sister,Queens Of The Stone Age,0.364,0.959,1,-2.956,1,0.0627,0.0113,0.000953,0.411,0.927,161.798,174027,4,74.39997,7,1
Nothing Daunted (Gallow's Pole Rock n' Roll),Amoral,0.315,0.923,0,-5.701,1,0.0907,2.8e-05,0.0933,0.34,0.407,130.276,489013,4,42.84739,26,0
Nova Era (Live),Angra,0.266,0.95,1,-6.908,1,0.0729,5.77e-06,3.64e-06,0.912,0.106,170.093,294773,4,37.66559,14,0
Grey Skies,Turquoise Days,0.628,0.861,0,-5.43,1,0.0343,0.191,0.000295,0.149,0.926,148.18,258154,4,23.63381,13,0
0952 - Remastered 10th Anniversary Edition,Ólafur Arnalds,0.221,0.093,3,-23.238,1,0.0367,0.931,0.957,0.0757,0.127,102.96,184169,4,24.21138,12,0
Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",0.768,0.7,1,-8.021,1,0.305,0.00185,0,0.0901,0.659,79.996,302106,3,72.92159,12,1
Cowboy Casanova,Carrie Underwood,0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,236787,4,22.6379,9,1
Cry,Faith Hill,0.512,0.645,8,-5.631,1,0.029,0.141,0,0.0987,0.283,111.015,226307,3,41.44926,8,1
Master Of Puppets,Dr. Know,0.23,0.951,4,-3.84,0,0.114,3.83e-05,0.561,0.119,0.339,103.532,301573,4,28.99069,18,0
Etäisyyksien Taa - Folk Aesthetic Version,Tenhi,0.317,0.263,2,-12.913,0,0.0424,0.644,0.866,0.0849,0.11,75.928,304093,1,71.592,8,0
A Long Walk,Jill Scott,0.713,0.541,6,-9.295,0,0.248,0.0617,0.000137,0.112,0.28,75.714,280973,4,76.08588,11,1
Suruiksi Soi - Folk Aesthetic Version,Tenhi,0.559,0.289,9,-14.793,0,0.0336,0.785,0.942,0.256,0.0372,119.956,534107,3,38.71146,16,0
Fiesta,R. Kelly Featuring Jay-Z,0.92,0.487,10,-5.578,0,0.182,0.0103,0,0.0411,0.806,92.836,241400,4,43.85345,9,1
Promise,Ciara,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,267413,4,74.11307,9,1
Don't Take Your Love Away,Avant,0.451,0.523,7,-5.53,1,0.0905,0.382,0,0.0752,0.393,186.056,278947,3,28.79223,13,1
Another Day (revised),The Album Leaf,0.522,0.636,1,-9.972,1,0.0567,0.544,0.881,0.0576,0.0388,120.031,261800,4,31.32129,7,0
Soulmate,Natasha Bedingfield,0.453,0.602,3,-5.56,0,0.038,0.351,0,0.117,0.349,169.753,213907,4,34.54501,9,1
Sahti Waari,Turisas,0.401,0.867,0,-6.641,1,0.0492,0.00293,0.923,0.292,0.675,159.846,148293,4,24.90019,10,0
Chemicals React,Aly & AJ,0.5,0.889,11,-4.541,1,0.0676,0.0014,0,0.0781,0.428,132.713,175920,4,24.79399,7,1
Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0,0.172,0.0249,0,0.0698,0.524,167.964,340920,4,41.35797,17,1
Anyone Else But You,Michael Cera & Ellen Page,0.365,0.503,7,-11.119,1,0.0997,0.789,0.00218,0.521,0.355,145.623,116707,4,51.43138,4,1
Airwave,Rank 1,0.778,0.705,0,-10.916,1,0.0552,0.00017,0.913,0.0448,0.0734,136.059,503560,4,72.14826,21,0
Stick To The Status Quo,High School Musical Cast,0.705,0.721,4,-7.083,1,0.19,0.0316,0,0.248,0.819,159.98,268413,4,27.86031,16,1
La La,Ashlee Simpson,0.534,0.909,11,-3.754,0,0.0793,8.45e-05,0.234,0.0922,0.455,129.979,222400,4,50.93458,9,1
In My Head,Jason Derulo,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4,23.14966,11,1
Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,0.589,0.809,11,-6.327,0,0.41,0.0235,0,0.324,0.695,103.103,230533,4,25.30403,12,1
Brand New Girlfriend,Steve Holy,0.669,0.861,2,-3.547,1,0.0929,0.0273,0,0.0586,0.72,133.82,220187,4,22.34716,10,1
Top Back,T.I.,0.597,0.678,2,-5.743,1,0.3,0.0103,0,0.381,0.659,160.074,282413,4,63.27462,11,1
Sree Mahaganapathim - Atana - Adi,Kunnakudi Vaidyanathan,0.461,0.465,4,-13.017,1,0.0616,0.907,0.727,0.362,0.901,97.971,490200,4,32.5758,20,0
Always Strapped,Birdman Featuring Lil Wayne,0.664,0.608,1,-6.563,0,0.279,0.0693,5.41e-05,0.0836,0.43,82.481,208293,4,31.66017,8,1
Lose My Breath,Destiny's Child,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4,35.78935,11,1
Try Sleeping With A Broken Heart,Alicia Keys,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,249013,5,44.76283,6,1
Amor Eterno,Cristian Castro,0.553,0.789,0,-4.355,1,0.0256,0.0122,5.68e-06,0.0918,0.491,104.979,193240,4,33.66276,10,1
